,Standard name,S score (FLC-NoDrug),RNA Seq A17 in vs. out
2586,C4_01950W,-0.158044747399,0.305
2587,C4_01960C,0.055997151933,1.164
2588,C4_01970W,-3.41378049633,0.255
2589,C4_01990W,-0.700427459381,0.594
2590,C4_02000C,0.53502111478,0.321
2591,C4_02010C,-0.947189086116,1.772
2592,C4_02020W,0.00581765362717,2.201
2593,C4_02030W,-1.32711099853,1.436
2594,C4_02040W,-1.65606092264,1.084
2595,C4_02050W,-2.71992363501,0.311
2596,C4_02060C,-2.72268741946,-0.262
2597,C4_02070W,0.443962449954,1.601
2598,C4_02080W,1.89661135841,1.331
2599,C4_02110W,0.649535950494,-0.236
2600,C4_02120W,-0.360511734562,0.549
2601,C4_02130W,-0.806720499108,0.561
2602,C4_02150C,-2.19568715715,-1.391
2603,C4_02160C,-2.86202410106,-0.383
2604,C4_02170C,-0.680510177438,1.19
2605,C4_02180C,-2.93746665668,0.413
2606,C4_02190C,-1.80486193235,-1.837
2607,C4_02200C,-0.554310805327,-0.169
2608,C4_02210W,-2.88270356394,-1.943
2609,C4_02220C,1.1882404396,-1.541
2610,C4_02230C,-0.0462461744768,-3.788
2611,C4_02240C,1.4224292884,0.824
2612,C4_02250C,1.04803377362,0.508
2613,C4_02260C,-0.794668833263,0.598
2614,C4_02270C,-0.570388643044,0.743
2615,C4_02290W,0.646293096957,-0.213
2616,C4_02300W,-2.05630288619,-0.05
2617,C4_02310W,-3.35548185576,-0.956
2618,C4_02330C,-0.872112918688,-0.251
2619,C4_02340W,-0.52715280461,0.159
2620,C4_02360W,0.260216462527,0.412
2621,C4_02380W,-0.857448627593,7.087
2622,C4_02390W,-1.64043330285,-0.903
2623,C4_02400C,-0.942921086774,-0.512
2624,C4_02410C,1.32839537578,2.326
2625,C4_02440C,-0.348856378946,5.948
2626,C4_02450W,-0.330477849631,0.16
2627,C4_02480C,0.873593291058,1.828
2628,C4_02490W,0.226943559697,-0.458
2629,C4_02500C,0.276611392175,-1.142
2630,C4_02510W,-0.504507249406,-0.483
2631,C4_02520C,-1.20119483269,-0.068
2632,C4_02530W,0.864226058939,-1.476
2633,C4_02540W,-2.29931691814,-0.015
2634,C4_02550C,-0.714927029077,0.592
2635,C4_02560C,-0.992608210875,0.169
2636,C4_02570C,0.182334865334,-1.123
2637,C4_02580W,0.086720343538,-0.117
2638,C4_02590C,1.01895654076,-0.589
2639,C4_02600C,-0.423733653641,1.719
2640,C4_02610C,-2.29674378165,0.389
2641,C4_02620C,-1.34211255011,-1.648
2642,C4_02630C,-0.490030652745,-0.38
2643,C4_02650C,0.636241933847,-0.732
2644,C4_02660W,0.0565957871261,-0.528
2645,C4_02670W,1.77049979809,-0.187
2646,C4_02680C,-0.0621400676913,-0.146
2647,C4_02690W,-0.0952613879371,-1.247
2648,C4_02700W,-2.09848662348,-0.495
2649,C4_02720C,1.4948133557,0.677
2650,C4_02730C,-2.12788996844,0.506
2651,C4_02740W,0.629348497329,-1.012
2652,C4_02760C,0.638921108301,-0.453
2653,C4_02820W,-2.78828132788,-0.249
2654,C4_02840C,0.0965322913138,0.111
2655,C4_02850W,-0.985518786088,-0.299
2656,C4_02860W,1.06183957315,-0.238
2657,C4_02890C,3.60008993863,-0.136
2658,C4_02900C,0.48543908593,5.104
2659,C4_02910W,0.874125258262,2.381
2660,C4_02920W,-1.51085521549,-0.305
2661,C4_02930W,0.0127769952321,0.382
2662,C4_02940W,-2.59687126755,1.573
2663,C4_02950C,-0.00566436370017,1.191
2664,C4_02960W,-1.515233656,-1.262
2665,C4_02970C,0.998403005898,-1.0
2666,C4_02990C,3.61543790296,0.38
2667,C4_03000C,0.057371638202,-0.83
2668,C4_03010W,1.52196496196,-0.404
2669,C4_03050C,0.0767165283267,0.994
2670,C4_03070W,-1.08871143471,1.849
2671,C4_03080W,-2.61371582619,-0.046
2672,C4_03100W,1.16209206293,0.224
2673,C4_03110W,-2.41214710239,0.309
2674,C4_03120C,-0.171608036698,0.432
2675,C4_03140C,0.170980833784,0.257
2676,C4_03160C,-0.701987973369,-0.405
2677,C4_03190W,-0.279736889439,1.059
2678,C4_03230C,-0.750332365208,-0.238
2679,C4_03250C,-0.384925633653,0.736
2680,C4_03280W,-0.0819752135804,-0.169
2681,C4_03290W,-0.175472268025,-0.166
2682,C4_03300C,2.21826939947,0.19
2683,C4_03310C,0.0671425965703,1.699
2684,C4_03320W,-0.5517961084,1.605
2685,C4_03340C,-0.640306466944,5.453
2686,C4_03350C,-0.426504737405,1.191
2687,C4_03360C,1.05393437506,-0.065
2688,C4_03370C,2.6918899634,0.104
2689,C4_03380C,-0.550935585092,1.021
2690,C4_03390W,0.163510991043,0.492
2691,C4_03400W,-0.147886436353,-0.531
2692,C4_03420C,-1.08313518434,1.087
2693,C4_03430W,-0.944572513636,0.101
2694,C4_03450C,-2.36275425265,0.128
2695,C4_03460C,-1.27041375253,2.414
2696,C4_03470C,1.26839088537,3.428
2697,C4_03480C,1.65759363808,2.15
2698,C4_03490C,-0.88676796047,0.405
2699,C4_03500C,2.06577013792,3.417
2700,C4_03510C,1.23464259202,0.65
2701,C4_03520C,0.536245467081,2.808
2702,C4_03530W,-1.30491154894,0.793
2703,C4_03540C,0.627816035238,1.102
2704,C4_03550W,-1.93437216636,-0.315
2705,C4_03560W,-0.195320473167,-0.824
2706,C4_03570W,-1.32035363236,1.726
2707,C4_03580W,0.038493006413,-1.756
2708,C4_03590C,-0.74505479183,1.534
2709,C4_03600C,0.440351196401,-0.908
2710,C4_03610C,-0.164501150204,
2711,C4_03620C,1.32809501196,-1.317
2712,C4_03630C,0.169663218024,
2713,C4_03640C,-1.6202571107,
2714,C4_03650W,-0.550603663996,
2715,C4_03660W,1.60711764252,
2716,C4_03670W,-2.33445358771,-1.429
2717,C4_03680C,-0.405331844315,-1.538
2718,C4_03690C,1.0849849098,-0.123
2719,C4_03700W,0.097156901084,0.691
2720,C4_03710C,0.397745025024,1.453
2721,C4_03720C,0.675588151068,0.179
2722,C4_03750C,0.883201681688,0.134
2723,C4_03760W,1.95492436923,2.14
2724,C4_03770W,1.90178931964,-0.276
2725,C4_03780C,-1.00282638918,1.23
2726,C4_03800C,3.2208184292,-0.186
2727,C4_03810W,0.538359400206,0.522
2728,C4_03820C,-0.582209606399,2.474
2729,C4_03830W,0.266040267079,-0.201
2730,C4_03850W,-1.200925447,0.174
2731,C4_03860C,1.04353238139,1.709
2732,C4_03870C,1.11741983649,2.049
2733,C4_03890W,1.8709725909,-1.296
2734,C4_03900C,0.986018138333,0.546
2735,C4_03910W,-0.830366554969,1.199
2736,C4_03920W,0.613513082272,0.556
2737,C4_03940C,1.71214880238,0.557
2738,C4_03950C,-0.262895322315,0.435
2739,C4_03960W,1.78499936779,2.168
2740,C4_03970W,0.423966523543,2.499
2741,C4_03990C,0.010477768999,1.245
2742,C4_04000W,0.919928947875,0.218
2743,C4_04010W,1.33248716309,-0.17
2744,C4_04020C,1.71391626973,-1.755
2745,C4_04030W,-0.830083121309,2.064
2746,C4_04040W,1.51924032462,5.099
2747,C4_04050C,0.598833725339,3.499
2748,C4_04060W,0.0761299885784,2.767
2749,C4_04070C,0.838232250652,3.087
2750,C4_04080C,1.72549835604,0.375
2751,C4_04090C,-4.82971047633,0.172
2752,C4_04100C,-7.50655507806,-0.249
2753,C4_04110W,-1.57038864304,0.382
2754,C4_04130W,-3.53176702198,1.43
2755,C4_04140W,0.0176601245791,2.402
2756,C4_04150C,-3.05693578598,1.662
2757,C4_04160W,-4.67157825379,1.211
2758,C4_04170C,-1.79996313293,-1.198
2759,C4_04190C,0.26851660495,1.178
2760,C4_04200C,0.659468485705,
2761,C4_04230W,-3.11116482123,1.321
2762,C4_04240C,-1.91954474868,-0.206
2763,C4_04250W,-1.23207414557,-0.643
2764,C4_04270W,-0.430729323267,-0.025
2765,C4_04280C,-3.64393512251,0.476
2766,C4_04300C,-1.18746160861,0.125
2767,C4_04310W,-2.16055284819,0.178
2768,C4_04320W,0.423459417003,4.648
2769,C4_04330C,1.89079403181,-0.688
2770,C4_04350W,-3.8796903254,0.295
2771,C4_04360W,-0.526202320505,-0.163
2772,C4_04370C,0.995566353728,-0.883
2773,C4_04380C,-1.96836066463,-0.469
2774,C4_04400C,-2.21763088826,-2.496
2775,C4_04410C,-3.71750097274,0.357
2776,C4_04420W,-1.81061037713,-0.272
2777,C4_04430W,-1.21772013356,1.534
2778,C4_04440W,0.507069101901,0.402
2779,C4_04450C,-2.15562208513,-0.582
2780,C4_04460C,-2.60012255359,-0.4
2781,C4_04470W,1.10445920709,1.128
2782,C4_04490C,-3.38755110306,1.243
2783,C4_04500C,0.0827991917833,0.221
2784,C4_04520W,-0.233859659462,-0.572
2785,C4_04530C,-0.053537209517,-1.487
2786,C4_04540C,1.11564467978,3.135
2787,C4_04550C,-0.502348495388,0.608
2788,C4_04560C,-0.721718821711,-0.23
2789,C4_04570W,0.192225829899,0.294
2790,C4_04580W,-0.0411711763129,0.046
2791,C4_04590W,0.329482799155,0.986
2792,C4_04620C,-1.92488974483,-3.68
2793,C4_04630C,-2.05150189993,0.01
2794,C4_04640C,1.25775236492,0.164
2795,C4_04660C,0.288765785662,1.079
2796,C4_04670C,-1.59004006356,0.364
2797,C4_04680C,-0.00140515911188,
2798,C4_04690C,-0.253474780026,
2799,C4_04710W,1.5636429932,1.099
2800,C4_04740W,0.0157070573373,
2801,C4_04750W,-2.52312292757,0.269
2802,C4_04760C,-0.815575331967,0.965
2803,C4_04770C,-1.01687348925,-0.122
2804,C4_04780W,-0.397653938496,0.364
2805,C4_04790W,1.11735483413,-0.413
2806,C4_04800W,-2.53288756188,0.678
2807,C4_04810C,-2.28416265672,-0.223
2808,C4_04840C,-0.377730132249,-0.174
2809,C4_04860W,-0.738562588268,-0.177
2810,C4_04870C,-1.4277299562,-0.614
2811,C4_04880W,2.09889014361,-0.828
2812,C4_04890C,0.267015566796,-1.285
2813,C4_04930C,1.34096199679,-0.873
2814,C4_04940W,-0.0203532013576,-0.865
2815,C4_04950W,-0.766410573221,-1.312
2816,C4_04970C,1.00739178913,0.592
2817,C4_04980W,-0.00443364627151,-0.102
2818,C4_04990C,0.119574838959,-0.092
2819,C4_05000W,-0.155546782001,0.01
2820,C4_05030C,0.135631958467,-1.258
2821,C4_05040W,1.01986310093,0.342
2822,C4_05050C,1.17970206811,-1.158
2823,C4_05060W,-2.01661918472,-0.402
2824,C4_05070C,-0.235249316055,0.864
2825,C4_05080C,0.0996349701098,0.764
2826,C4_05090C,2.56231791609,-0.629
2827,C4_05110C,2.70503106309,0.146
2828,C4_05120C,-0.146613657231,1.486
2829,C4_05130C,0.987359600564,0.474
2830,C4_05140C,-0.258069354103,0.752
2831,C4_05150W,-1.09142594709,-0.921
2832,C4_05160C,-1.366352249,-0.392
2833,C4_05180C,1.99799309112,-0.139
2834,C4_05190C,0.259568070511,0.958
2835,C4_05200C,0.110683784414,1.501
2836,C4_05240C,-0.538655471818,-0.957
2837,C4_05250W,0.240993541291,-0.234
2838,C4_05260W,-0.733729434532,-0.697
2839,C4_05270C,1.45931805345,0.315
2840,C4_05280W,-2.4402686675,-0.568
2841,C4_05290W,-1.8047641192,0.276
2842,C4_05300W,-2.08946975013,-0.057
2843,C4_05310W,-1.92828722991,0.154
2844,C4_05320W,-0.0281224974877,0.44
2845,C4_05350W,-2.74806555408,-0.501
2846,C4_05360C,-1.19173085289,1.357
2847,C4_05370W,0.845216890623,-0.528
2848,C4_05380C,-0.210919455399,-0.04
2849,C4_05390W,0.418217037117,2.69
2850,C4_05400C,-0.517161369335,-1.016
2851,C4_05420C,0.329104057093,-1.177
2852,C4_05430C,-0.167952059407,0.605
2853,C4_05440C,0.168727590514,-0.054
2854,C4_05460C,-0.184672592609,-0.087
2855,C4_05530W,2.78499936779,1.874
2856,C4_05540W,-0.313799108484,0.127
2857,C4_05550C,-1.36581681071,0.645
2858,C4_05560C,-0.224045771814,3.986
2859,C4_05580C,-1.78181578622,2.266
2860,C4_05590W,-0.322247147426,-1.575
2861,C4_05600W,0.0304397136079,0.098
2862,C4_05610C,0.568119087039,-1.161
2863,C4_05620C,1.08161637415,0.408
2864,C4_05640C,-0.962516145718,0.792
2865,C4_05680W,-0.290551665218,-1.843
2866,C4_05700W,-0.51456091407,-1.023
2867,C4_05720W,-0.825825196244,0.492
2868,C4_05730W,-1.5061823672,1.424
2869,C4_05740C,1.94003015393,-0.962
2870,C4_05750C,-2.07593659447,-0.466
2871,C4_05770C,-0.0110697467223,1.199
2872,C4_05780C,-2.11116482123,0.815
2873,C4_05790W,-0.197618553983,1.739
2874,C4_05800C,0.157846926369,-0.376
2875,C4_05810W,0.18396210421,2.283
2876,C4_05830W,-0.294192799628,0.019
2877,C4_05840W,-0.364576988262,0.292
2878,C4_05850C,0.505957085755,0.15
2879,C4_05860W,1.07152212654,-0.538
2880,C4_05870C,2.36357825172,-0.567
2881,C4_05880W,-0.661168028934,0.716
2882,C4_05890W,0.73769365301,0.374
2883,C4_05900C,-0.55499701986,1.4
2884,C4_05920C,-2.7826851415,0.54
2885,C4_05940W,0.0437654419858,0.411
2886,C4_05950C,0.771620337988,-1.331
2887,C4_05960W,0.093045753807,0.51
2888,C4_05970W,1.1623664491,-0.767
2889,C4_05980C,0.0916607060229,0.011
2890,C4_05990W,0.647495844039,
2891,C4_06010C,-0.51408875074,-0.437
2892,C4_06020C,-0.759918414037,-0.672
2893,C4_06040W,1.87039085902,0.209
2894,C4_06050W,-0.44171897895,-1.329
2895,C4_06060W,-1.44168041195,-0.756
2896,C4_06070C,1.51730358459,0.304
2897,C4_06080W,0.308561323846,-0.099
2898,C4_06090C,0.278281178289,-0.494
2899,C4_06100W,-0.215000632211,0.979
2900,C4_06110C,-1.07094629188,0.54
2901,C4_06120W,1.88453504134,3.062
2902,C4_06130W,0.848295897908,-1.174
2903,C4_06140C,-0.973071859389,0.883
2904,C4_06150C,-0.283564918694,2.369
2905,C4_06170C,2.62116113791,0.386
2906,C4_06180C,1.32862107313,-1.139
2907,C4_06190C,0.392878805902,0.546
2908,C4_06200W,-0.328501825434,-0.386
2909,C4_06220C,0.851088558247,-0.369
2910,C4_06230C,0.901702324485,-0.645
2911,C4_06240W,0.420097587078,0.939
2912,C4_06250C,-0.467274343207,0.232
2913,C4_06260W,0.716490589859,0.551
2914,C4_06280C,-1.30434811781,-0.071
2915,C4_06300C,-0.321389976803,0.404
2916,C4_06310C,-0.994708509747,0.008
2917,C4_06320C,2.85594261968,2.161
2918,C4_06340W,0.454850766097,1.749
2919,C4_06350C,-0.197513205482,-0.295
2920,C4_06360C,-0.501714034514,0.208
2921,C4_06370C,1.06952472828,-1.788
2922,C4_06380W,0.455040125147,-4.408
2923,C4_06390W,1.36996186851,-1.668
2924,C4_06420W,-0.0886841824298,-0.906
2925,C4_06430C,0.9708659131,-0.586
2926,C4_06440C,-0.435512503587,-0.138
2927,C4_06450W,1.77225623726,-0.213
2928,C4_06470W,1.21639783897,0.941
2929,C4_06480C,-1.56811038235,0.649
2930,C4_06510C,0.00812505218599,-0.044
2931,C4_06520W,1.14009432661,-0.404
2932,C4_06530C,-0.130936367423,-2.565
2933,C4_06540W,0.635252248284,-2.286
2934,C4_06550C,-2.06857857103,0.335
2935,C4_06560W,-1.23215535325,-1.231
2936,C4_06590W,1.60487859924,-1.379
2937,C4_06610C,0.761540394965,-0.37
2938,C4_06620C,0.728235912999,-1.943
2939,C4_06630C,-8.03517959463,-0.842
2940,C4_06640C,-1.24621936282,0.67
2941,C4_06650W,0.0685320839392,-0.409
2942,C4_06660W,-4.09541901646,-3.311
2943,C4_06670W,-0.482742040722,0.159
2944,C4_06680C,-5.89548574398,0.288
2945,C4_06700W,-5.1745568065,-1.023
2946,C4_06710W,-0.547575971298,0.051
2947,C4_06730C,-0.562923935631,-0.754
2948,C4_06750C,1.12982786479,2.578
2949,C4_06760W,0.139107868425,-0.951
2950,C4_06770W,-1.53255028659,-0.437
2951,C4_06780C,-4.26811196867,0.575
2952,C4_06820C,-0.736347033636,-1.718
2953,C4_06840W,-0.623562035959,0.162
2954,C4_06860C,-0.345199355338,2.964
2955,C4_06880C,-1.38033836416,0.565
2956,C4_06890W,-1.1667454636,-2.431
2957,C4_06900W,-2.95596815693,1.057
2958,C4_06910W,0.104723191749,-0.486
2959,C4_06920C,-1.62346547757,2.359
2960,C4_06940C,-0.803022932681,0.246
2961,C4_06950W,-1.46942190774,-0.099
2962,C4_06960W,-0.510298887216,-0.124
2963,C4_06970C,-1.92407222024,-7.583
2964,C4_06980W,-0.444895384759,-7.867
2965,C4_06990W,-2.07944228984,-0.603
2966,C4_07000W,1.2356607768,-0.799
2967,C4_07010C,-4.3309252663,-0.779
2968,C4_07020C,0.0511734811532,-0.198
2969,C4_07030W,-0.779905480591,-0.457
2970,C4_07040W,0.182963353709,-0.955
2971,C4_07050W,-0.989708320369,1.259
2972,C4_07070W,-0.966256883928,-0.392
2973,C4_07080C,1.50322839937,1.955
2974,C4_07090C,1.04224562126,0.838
2975,C4_07110C,-1.67923095581,1.482
2976,C4_07120C,-1.51312570251,0.521
2977,C4_07130W,1.46967866001,-0.703
2978,C4_07140W,-0.317181027018,-2.109
2979,C4_07150W,-0.366232024626,-0.53
2980,C4_07160W,-0.760340360799,-0.231
2981,C4_07200C,0.555912293878,0.202
2982,C4_07210W,-0.364144071517,-0.972
2983,C4_07230C,1.18354874428,0.03
2984,C4_07240W,-3.0442703307,-0.844
2985,C4_07250C,-0.695300771561,0.028
2986,C4_07260W,-2.33047784963,-1.253
2987,C5_00010W,0.150366723941,0.656
2988,C5_00030W,0.641635192618,1.385
2989,C5_00080C,-0.704516347449,0.937
2990,C5_00090C,0.261437411732,-0.919
2991,C5_00100C,-0.833437837483,-1.286
2992,C5_00120W,1.70153254527,1.014
2993,C5_00140C,-0.605524773167,-0.378
2994,C5_00160W,1.27588062505,0.403
2995,C5_00170W,-0.455134635935,-0.214
2996,C5_00180W,1.61687660898,-0.884
2997,C5_00210C,-0.877965644934,-1.067
2998,C5_00230C,0.50976450835,-0.448
2999,C5_00240W,-0.796702803769,-0.73
3000,C5_00250C,1.16351099104,-0.639
3001,C5_00270W,-1.43328865521,-1.416
3002,C5_00280C,-1.87117008342,-0.011
3003,C5_00290W,1.39457962413,-0.68
3004,C5_00310C,2.36469243125,-1.201
3005,C5_00330C,1.35107197454,-0.864
3006,C5_00350C,-0.452039829512,0.189
3007,C5_00360C,-1.21835184171,-3.864
3008,C5_00380W,0.826658519426,0.092
3009,C5_00390C,0.410780773118,1.637
3010,C5_00400C,-0.28085771435,0.07
3011,C5_00410W,0.288534269166,1.468
3012,C5_00430W,-0.0746909378254,0.687
3013,C5_00440C,0.193804913356,0.154
3014,C5_00450C,-0.617578010502,2.106
3015,C5_00460C,-2.37606306494,0.279
3016,C5_00470C,1.57046906423,1.424
3017,C5_00500W,-1.7903129629,-1.018
3018,C5_00510W,-1.8252571531,2.928
3019,C5_00520W,1.3562124584,4.369
3020,C5_00530W,0.741606772275,2.936
3021,C5_00540C,-0.806784398788,0.636
3022,C5_00550C,0.00549972978407,0.668
3023,C5_00560W,1.80771944429,0.017
3024,C5_00570W,-0.337656391554,-0.44
3025,C5_00580W,-1.22423391199,1.285
3026,C5_00600C,0.319472098056,4.095
3027,C5_00610C,1.34011194076,0.415
3028,C5_00630C,0.970674890916,1.623
3029,C5_00640C,0.642606268518,0.828
3030,C5_00650C,-2.01615040474,1.136
3031,C5_00670C,-0.648811797222,1.146
3032,C5_00680W,-1.08516319457,-0.078
3033,C5_00710W,-1.42536049805,0.163
3034,C5_00730W,1.19793840118,-1.964
3035,C5_00740W,-1.91297209476,2.13
3036,C5_00750C,-0.206637159277,1.814
3037,C5_00760W,-0.070610722876,-0.116
3038,C5_00780C,-0.388038245521,-0.439
3039,C5_00800C,-0.38557447335,-0.326
3040,C5_00810C,0.224042330078,2.273
3041,C5_00830C,1.66081995657,0.877
3042,C5_00840W,-0.999271941156,1.376
3043,C5_00850C,0.150429101313,1.807
3044,C5_00860W,1.33343599248,0.668
3045,C5_00870C,-1.02053051286,2.953
3046,C5_00880C,-1.40109692432,-0.061
3047,C5_00890C,-0.328657414007,-3.007
3048,C5_00900C,-0.827654866801,0.297
3049,C5_00910C,-0.775131279952,-0.369
3050,C5_00930C,1.2485055767,1.165
3051,C5_00940C,-0.33699115659,0.141
3052,C5_00950C,-0.879540124017,-0.129
3053,C5_00960W,-0.293003144212,
3054,C5_00970W,1.329163146,
3055,C5_00980W,0.100095429194,-2.577
3056,C5_00990W,0.134531924071,-0.404
3057,C5_01000C,0.089086149916,0.246
3058,C5_01010W,0.849850512139,0.605
3059,C5_01020C,-0.90124646877,0.832
3060,C5_01030W,-0.000777513795427,-0.404
3061,C5_01040W,3.79356138129,0.602
3062,C5_01050C,-1.39286189358,0.216
3063,C5_01070C,-1.90268943449,2.597
3064,C5_01080C,0.592354289846,-1.984
3065,C5_01090C,0.621500635506,-0.914
3066,C5_01110W,1.01206827633,0.158
3067,C5_01120W,0.588602154985,0.065
3068,C5_01130W,-1.02858750798,-0.692
3069,C5_01140C,0.311068179456,1.269
3070,C5_01150C,-0.183504779282,2.813
3071,C5_01160C,-1.12385274415,1.219
3072,C5_01170W,-0.669032263106,-1.54
3073,C5_01180W,-0.304522728395,-0.599
3074,C5_01190W,-0.378499364494,0.592
3075,C5_01200W,-0.502469256355,1.417
3076,C5_01220W,0.511805095735,0.603
3077,C5_01230C,0.573930333479,1.699
3078,C5_01250W,-0.242068875409,0.107
3079,C5_01260W,-0.544634456107,-0.838
3080,C5_01270W,-1.36630995549,0.784
3081,C5_01290C,-1.33291483508,1.499
3082,C5_01300C,1.62864049563,1.298
3083,C5_01310W,-0.702997391107,0.59
3084,C5_01330W,1.27503299517,-0.572
3085,C5_01350W,0.501706122971,0.526
3086,C5_01360W,1.78499936779,7.209
3087,C5_01380W,-0.86361383504,0.334
3088,C5_01400W,-1.28317213485,-0.572
3089,C5_01410C,0.318533629703,0.882
3090,C5_01420W,-0.134439352599,-0.865
3091,C5_01440C,-0.55546000999,-0.055
3092,C5_01450W,2.04438599661,0.001
3093,C5_01470C,2.01766012458,0.067
3094,C5_01490C,-0.319023696754,-0.225
3095,C5_01500C,0.452223890664,0.248
3096,C5_01520C,-1.00320445392,-0.298
3097,C5_01560C,-1.77261264479,-0.887
3098,C5_01570C,0.997302971502,1.055
3099,C5_01590W,0.227003914668,0.005
3100,C5_01620C,-0.42259605162,-0.568
3101,C5_01650C,0.887050639259,0.805
3102,C5_01670W,1.32186758031,2.837
3103,C5_01680C,-0.0267339947793,2.588
3104,C5_01700W,1.63879256595,0.426
3105,C5_01730W,0.642889744215,0.403
3106,C5_01740C,0.619534014537,-0.735
3107,C5_01750C,-0.714846519294,-1.078
3108,C5_01760C,0.847942511197,-0.326
3109,C5_01770C,-0.300098222846,-0.077
3110,C5_01790C,-0.493860005207,-0.643
3111,C5_01800C,1.28148668069,-0.341
3112,C5_01810W,2.32033110079,-1.294
3113,C5_01820W,0.181352303803,-0.44
3114,C5_01830C,-1.02407680527,-1.691
3115,C5_01840C,0.695024855114,0.323
3116,C5_01850C,-0.195598100989,-0.866
3117,C5_01860W,-0.0280114380786,5.778
3118,C5_01880C,1.63432045529,0.362
3119,C5_01890W,1.92281218408,0.019
3120,C5_01900C,-0.0297072293457,-0.677
3121,C5_01910W,-0.319337292026,-2.183
3122,C5_01920C,2.79697200945,0.004
3123,C5_01950C,1.94267582351,-1.027
3124,C5_01960C,2.23045320887,-0.944
3125,C5_01980C,1.50021825446,1.017
3126,C5_01990W,1.67190558894,2.72
3127,C5_02000C,0.866262529332,2.299
3128,C5_02040W,0.498253890271,0.28
3129,C5_02050W,1.946772607,0.259
3130,C5_02060W,-0.215000632211,-0.482
3131,C5_02080C,0.570743995891,-0.404
3132,C5_02090W,-2.09522327736,-1.359
3133,C5_02110W,-1.07602421906,-0.404
3134,C5_02140C,-1.40764571015,0.117
3135,C5_02160W,-1.54684419596,-0.905
3136,C5_02180C,-0.268638595813,-1.391
3137,C5_02190C,-3.77332800643,-0.165
3138,C5_02200W,-1.84303185482,0.003
3139,C5_02210W,-1.07461561591,-0.247
3140,C5_02220C,-2.75324663403,-0.112
3141,C5_02240W,-2.88849980753,-1.494
3142,C5_02260C,-0.0779478802321,-0.226
3143,C5_02270W,-1.59800430385,0.16
3144,C5_02290W,-0.368475112873,0.023
3145,C5_02300C,2.02040637231,0.733
3146,C5_02310C,0.379007008113,-0.608
3147,C5_02320C,-2.21500063221,0.577
3148,C5_02330W,-0.684091035247,-0.986
3149,C5_02340C,-0.753821351288,-0.537
3150,C5_02350C,-1.56698596095,-0.683
3151,C5_02360C,-0.951966226377,-1.026
3152,C5_02370C,-1.21054098402,0.388
3153,C5_02380W,0.91358357385,-1.634
3154,C5_02390C,0.86300187979,0.705
3155,C5_02400W,-1.46788708267,1.189
3156,C5_02410C,-1.31121594747,2.227
3157,C5_02430W,-0.678947731971,0.495
3158,C5_02450W,-1.447661389,0.505
3159,C5_02460C,0.290682231508,6.01
3160,C5_02470W,-1.07493888587,0.844
3161,C5_02480W,-1.61069278177,-0.061
3162,C5_02500C,-1.74369491329,0.844
3163,C5_02510C,2.21743991333,0.957
3164,C5_02520W,-1.71910130018,0.917
3165,C5_02540C,-2.54198195482,0.348
3166,C5_02560C,-0.765197714772,-0.385
3167,C5_02570W,0.627259904795,1.773
3168,C5_02580W,1.32226512648,0.679
3169,C5_02600W,-2.15656380547,2.359
3170,C5_02610C,-1.46989882297,-0.87
3171,C5_02620C,-3.10324117071,-1.185
3172,C5_02630C,-1.73767885468,2.742
3173,C5_02640W,-0.810757448343,0.07
3174,C5_02650C,0.171057800096,-1.029
3175,C5_02670W,-0.554630728832,-0.387
3176,C5_02680W,0.0159538026287,-0.064
3177,C5_02690W,-0.245958650408,1.25
3178,C5_02700W,0.129333875724,-0.086
3179,C5_02720W,1.38325869112,0.242
3180,C5_02740W,-0.142069109757,0.909
3181,C5_02750C,-0.0425334362064,-0.251
3182,C5_02790C,0.316123716882,-1.311
3183,C5_02800C,-0.422276850114,-0.282
3184,C5_02810W,-1.29771168312,-1.074
3185,C5_02820C,-0.149602908942,0.454
3186,C5_02830W,1.01448121391,-0.191
3187,C5_02840C,-0.356774593339,0.969
3188,C5_02850W,-1.6796028357,0.839
3189,C5_02860C,2.04223592908,2.221
3190,C5_02870C,-2.67443225085,1.833
3191,C5_02890W,0.0934890883514,1.805
3192,C5_02910C,-1.1940003336,-1.292
3193,C5_02920W,-1.12423516829,1.212
3194,C5_02930C,-2.04842906588,2.267
3195,C5_02940C,-1.61308499821,-0.017
3196,C5_02950C,-0.654312877613,2.808
3197,C5_02960C,-0.0982770259095,2.44
3198,C5_02970W,0.507186906584,-0.763
3199,C5_02980C,-0.0591036226616,0.219
3200,C5_02990W,1.27374655325,0.88
3201,C5_03000C,0.647495844039,0.59
3202,C5_03020W,-0.912760144118,-0.7
3203,C5_03030W,-0.472532062368,-0.27
3204,C5_03040W,0.674369864354,-0.539
3205,C5_03050C,-1.40086717752,0.455
3206,C5_03060C,1.58250650389,-0.924
3207,C5_03080C,0.399256175304,-0.803
3208,C5_03090W,-2.26944841623,-0.156
3209,C5_03100C,0.830323358298,0.238
3210,C5_03130W,0.656551002323,1.424
3211,C5_03150W,-0.845663176937,0.153
3212,C5_03170C,0.140436724866,-0.447
3213,C5_03210C,0.285737960583,1.377
3214,C5_03240W,0.938103335031,-0.284
3215,C5_03250W,0.778699379433,-0.809
3216,C5_03260C,-0.118082488935,-1.163
3217,C5_03270W,-0.319656790431,2.201
3218,C5_03280W,-0.845766822545,1.015
3219,C5_03300C,-2.05235029457,-0.924
