S score (FLC+Geld-FLC),RNA Seq A17 in vs. out
-2.0585032111,-0.709
-3.0833465954,-1.256
-3.0082833095,1.261
-0.6489810295,2.784
-1.3181128418,0.464
-1.7560366719,-1.025
-0.2876372103,0.891
-4.3924095322,0.176
-1.6148019535,0.369
-2.3171847926,-0.299
-0.3084992822,-0.428
-2.364258492,-0.701
-1.6563356445,-0.743
-6.9523269035,-0.502
-5.6643461405,-0.613
0.495157307,-0.277
-1.1343186893,-0.837
-8.3847116463,1.187
-1.5250480631,-0.678
0.205067306599998,0.172
-0.71285155,2.075
0.369270482100001,-0.078
-1.1043837977,-0.296
-1.2258986281,0.373
-1.018465392,-0.994
-2.0126520548,1.284
0.7107707038,-0.472
2.1560055226,0.304
-2.1132237575,-0.414
-0.532467020699999,0.358
-0.166730197099998,-0.679
-1.5470518051,-0.139
-2.3391675109,-0.997
0.0345849821000002,-0.784
-0.0737525708,1.843
-5.1201211175,0.178
-0.876238288100002,0.598
-0.254225101899999,7.601
-4.4131680923,-0.164
0.142295338899999,-0.952
-0.771468577,0.54
-1.2921526914,-0.627
-0.920621225900002,-0.267
-2.7350961872,0.347
-3.9523269035,0.758
-3.2876372103,0.789
-9.2958111417,0.582
-0.227016776499998,-1.283
-0.884588061499999,0.798
-4.9415470648,-0.1
-1.8647194612,0.776
-0.0257661599999999,-0.741
-7.6029926512,-0.019
-8.7530180952,-0.796
-4.5006309336,0.843
-6.1136078105,-0.854
-8.7305807061,-0.601
-0.413168092299998,-1.319
4.6742947489,-0.811
-0.413168092299998,-0.71
0.4052845385,-0.32
-4.320058688,0.413
-0.413168092299998,-0.963
-3.5830930938,-0.946
-0.8954449291,-0.802
-6.9209627325,-3.019
0.0927228372999984,-4.042
0.1393729306,-1.125
-0.945543631,-0.511
-0.413168092299998,-0.684
0.773147298200002,-0.072
-8.0570242821,-1.741
0.0462635262000006,-0.068
-7.622621458,1.271
-0.413168092299998,-0.876
-5.770720097,0.918
-1.3174651468,2.029
-0.413168092299998,-0.003
-1.8520523336,-0.317
-1.4131680924,-0.464
-1.0746197356,1.894
-1.7104341331,-2.202
-3.3307059322,-2.142
-4.5802277601,-1.668
-1.4131680923,-2.415
0.6033409948,-0.093
-3.6610956058,-0.375
1.2431790416,-0.525
0.788465768799998,1.051
-3.1997644543,0.459
-0.957035572,-0.913
-7.3320313296,0.911
-4.4281184338,0.884
0.1400079196,2.034
-3.9310163972,1.186
-7.8054855151,0.648
-4.4131680923,-0.524
-8.277354237,-2.053
-8.4410740889,1.696
2.4848044386,0.386
-1.9438689993,0.626
-4.515978898,2.163
-2.3169527772,-0.518
-5.3673644027,-0.444
-7.5930771824,1.016
-6.2958111417,0.176
-3.872599711,-0.621
-0.413168092299998,-0.118
-7.967756944,-0.147
-0.413168092299998,-0.652
-6.2711490875,1.383
-4.320058688,1.0
0.205741740300002,2.02
2.3322590805,-0.44
0.586831907700002,-0.752
-7.9523269035,-0.353
-5.3177668765,0.273
-0.413168092299998,-0.219
-1.0912399975,0.994
-4.0342643792,6.906
-8.42997638,1.925
-6.0855934343,-0.259
-1.4835574203,-1.089
-7.0570242821,0.758
-6.1410885469,1.318
-0.987570453,0.675
0.0241644466000004,-0.356
-0.413168092299998,0.994
0.651299441400001,0.763
-0.443974139100003,2.692
-2.5830930938,0.176
-0.9189710556,-0.578
-2.3467049322,-0.636
-0.108182034,0.047
-1.8951842914,-1.092
1.1432252561,1.728
6.2450433904,2.055
-5.0497927129,1.213
-4.030140988,-0.976
-8.7305807061,-1.182
-9.0093578485,-0.49
-1.065244789,-0.383
-2.4131680923,1.495
-1.9058337458,0.441
-5.9981305931,-0.297
-0.036313787000001,-0.758
-8.4327588207,5.436
5.7057729804,0.472
-5.5401592978,0.331
-0.413168092299998,-0.047
-0.296975074899997,-0.802
-2.2876372103,0.047
-1.9981305931,0.766
-3.0198256642,-1.585
-2.6414370801,0.859
-0.190775671099999,0.287
1.0913044905,-0.088
-3.0039833193,-0.453
1.3832985135,0.507
-0.413168092299998,-0.024
-6.4575622117,1.033
-1.8365690646,1.103
-8.6079249468,0.499
-4.5629152118,0.305
-5.4131680923,0.99
-0.243243091000002,-0.818
-0.533701757699999,-0.29
-3.5830930938,-0.151
-2.4131680923,-0.993
-8.2896850389,-0.267
-0.413168092299998,-0.765
-9.6201824125,-0.506
0.274553982799997,0.249
-0.753922710100001,0.302
-2.7471522049,0.099
-1.4530608195,0.357
-0.933496116500001,0.739
-3.6673060978,-0.578
-0.545308431299999,1.794
-1.2802292605,-0.359
-8.3731700244,0.325
-8.9406450984,-0.973
-0.413168092299998,-0.387
-2.6963926579,-0.078
-4.4131680923,-0.436
-4.5006309336,0.268
-2.9621838967,-1.03
-0.8220794888,-0.731
-0.413168092299998,-1.794
-9.6201824125,0.006
-5.5930771824,0.294
-10.2156844575,-1.526
-0.1787028388,1.443
