S score (FLC+Geld-FLC),RNA Seq A17 in vs. out
-2.0893304075,-1.343
-3.0111084471,-0.416
-0.413168092299998,-0.404
-2.1960568946,0.194
0.8206578509,-0.585
-0.210719839399999,0.693
-1.7294114823,-0.21
4.639943244,1.241
3.2183948212,-0.497
-2.3683542451,0.108
-1.1955115503,0.24
-3.1794603578,0.008
-0.698781197700001,-0.707
-6.2179444704,-0.763
-1.3717195378,-0.515
-9.7751118661,-0.286
-7.7077888412,-1.325
-1.2504021266,1.035
0.1417742783,-1.006
-4.0320779251,0.205
-1.0570242821,0.649
-0.3734418141,-0.325
-1.7067674642,0.314
0.292770606199998,1.423
-1.754392021,0.086
-5.1680555945,1.716
0.0510557670000011,0.47
-0.9072220969,-0.399
-3.8130986993,1.028
-1.6251664123,0.96
-0.803958045399998,0.76
-1.079243652,0.081
-2.1327166335,3.886
4.3201862483,2.282
0.379599293499998,0.325
-1.2270167765,0.346
-1.8773324491,-1.603
-5.0570242821,1.199
-1.0556496322,3.499
-2.1907756711,3.483
-2.4429154358,2.965
0.505404308200001,2.39
-2.4036032284,0.05
-4.2810645564,1.179
-3.7254460172,-1.411
-2.8152665359,-2.455
-3.1787028388,0.198
-1.4055280302,-0.04
-2.5165078421,-1.893
-2.3947111877,0.448
-1.8282055916,1.87
-1.3689831654,-1.729
-0.700919072,0.584
0.806144935999999,0.011
-3.0246028045,0.032
-0.1606260604,0.078
-3.5516500462,-1.232
-2.5830930938,-0.766
0.6496480158,0.894
0.908760002499999,-0.282
-0.413168092299998,-0.076
-2.2779789648,-0.431
-0.6230911618,0.038
-8.9561999126,-0.698
-0.8638295014,-0.032
-0.437173555399999,1.863
-0.413168092299998,-0.167
-8.0785040095,0.11
-0.0678760044999986,0.135
-0.5154181507,-1.41
-3.4221568757,-1.472
-0.987862257700002,0.058
-7.3252019913,0.067
-3.2292666475,0.136
-0.330422076800001,0.315
-5.2205230144,-1.357
-1.8576968884,-1.276
-0.351391894799999,-0.563
-1.5386989745,-0.522
-1.7521921811,-1.281
-3.1216696275,1.103
-0.888129409400001,1.425
-2.4183359608,0.379
1.5466428175,1.05
0.206371669300001,-0.321
-2.0740307075,0.919
1.5546515019,0.812
-6.1136078105,-0.464
-1.0739926076,-1.679
-0.520652519099999,-0.115
-0.487168673800003,1.465
1.1985613179,-0.61
-1.9712856061,-0.464
-1.4325334172,-0.71
-3.6861865868,-0.152
1.8125446873,0.346
-0.921029624599999,-0.025
-1.0626349926,-0.367
-1.3325496322,-0.177
-4.2222986393,0.33
-2.4676158764,-0.877
-1.8531822572,0.604
-1.3133226947,-0.561
-1.725936188,-0.915
-3.4482333593,1.949
-1.4637941655,0.695
0.6464558903,-1.359
-0.0842396082000008,0.363
-3.4776547828,-0.852
-1.6274872131,0.455
-0.6452231935,1.067
-2.8461274996,0.833
-3.7427701152,-0.506
-0.763547956499998,-1.131
-1.7476156565,0.023
0.1878423496,-0.595
1.1810129383,-0.478
-5.4761778899,0.451
0.2794521212,-0.284
-2.0874688236,0.027
-0.4485734285,2.281
-8.4075215292,1.025
-5.1945278059,0.487
-1.5943136323,-0.311
-2.467513314,-0.18
-6.7169488405,-0.988
-4.0863577761,-0.115
-1.2177724035,-0.471
-7.4018527791,-0.851
6.381247774,-0.796
1.2130170711,-0.932
-0.530160963,-1.877
-2.2239785731,0.634
-6.770720097,0.541
-0.413168092299998,0.074
-1.1455671599,-1.642
-1.6029926512,-0.547
-5.3827944433,-0.62
0.715618214299999,2.363
0.8354082608,4.751
-3.0240673823,0.807
1.0820321518,-1.129
-4.3341338732,-0.2
-6.9209627325,-0.287
-10.7773027474,0.31
-3.5830930938,0.105
0.0615756530000002,5.286
-1.7571224936,1.1
-0.710397418099999,-0.054
-9.1118727591,-0.93
0.0705821570000005,1.52
0.454381611599999,1.032
-6.1945278059,0.088
1.3433376882,0.274
-0.413168092299998,0.992
-2.6218855768,0.149
-9.5424511093,-0.579
-0.8346318608,1.071
-1.6570936752,2.009
-0.332356046800001,0.612
-1.9981305931,0.957
0.0678036770000006,-0.702
-6.3439054299,1.292
0.118398151300001,-0.593
-6.2129893417,0.679
-1.9863051577,0.862
-0.4202575172,8.134
-5.0415528734,-0.47
-7.8969838696,0.038
-2.1823483114,-0.472
-7.12741361,-0.45
-8.0056251296,1.314
-5.872599711,-4.065
-0.413168092399999,-1.368
-7.0570242821,-0.404
-7.5830930938,0.373
1.5594257502,0.056
-9.0606265188,0.919
0.321658591,0.717
1.4519023275,0.734
-1.2644106584,-0.13
-1.4375179538,2.204
-6.7530180952,2.19
-1.5321752726,-1.146
-2.1048290622,-0.058
-0.413168092299998,-0.114
-5.1136078105,0.678
-9.3409460544,0.995
1.0374933166,-1.166
-6.1410885469,1.748
-4.6610956058,-0.18
-0.413168092299998,0.831
-7.7350961872,0.433
-5.2711490875,0.262
-3.4131680923,-0.21
-2.3871728839,0.792
-2.2876372103,-0.577
-2.1872541681,-0.074
-4.8054855151,0.841
-2.2353453542,2.661
-0.819488374599999,3.696
0.176367138100002,-0.646
-2.3588779369,-0.743
-6.6029926512,-0.094
-4.6610956058,-1.279
-0.473289084899999,-2.089
1.5367912251,-0.773
-1.9352705692,7.817
-0.403850331000001,2.69
1.2010887151,4.725
-5.4131680923,-0.42
2.156687516,6.563
-2.6020512516,0.922
-1.1375336498,-0.108
-0.8300540161,-2.625
2.6742947489,-0.759
-3.1218049635,-0.701
-2.7350961872,-1.616
-4.5006309336,-1.249
1.3721605233,2.314
-6.2075839587,1.115
-2.3148586791,-3.302
-5.622621458,-1.394
-6.3673644027,-1.492
-4.89655961,-0.471
3.9560657172,0.306
2.5367912251,2.554
-5.4575622117,0.605
-2.278982745,0.796
-2.9981305931,8.775
-8.84779632,10.173
-8.5578263352,-0.404
-3.5651711858,1.192
-6.4131680923,0.493
-2.2956244697,-0.558
-8.4187926415,2.875
-2.593740338,0.325
0.828804697900001,-1.188
1.0229310224,-0.127
-7.4575622117,0.165
-3.3175904324,0.09
-7.967756944,0.694
-0.0126301628000007,-1.271
-7.1813524171,0.967
-1.9502463622,2.478
-7.0996686195,1.645
-1.8191604521,-0.744
-0.413168092299998,-0.391
-0.413168092299998,-2.925
-0.413168092299998,-3.79
-0.413168092299998,-1.252
-0.413168092299998,0.47
-1.4131680923,-0.269
-0.413168092299998,-0.408
-0.413168092299998,-1.193
-3.9241300117,-0.061
-8.4465910939,2.067
-2.4807313762,0.717
-0.413168092299998,-1.481
-0.413168092299998,-1.22
-5.1803339243,-0.211
-0.956921623000001,3.83
-3.378952377,0.202
-2.513495151,0.537
-0.863333815000001,2.272
-0.4960611007,0.434
-7.5629152119,0.214
-5.9050211887,-0.338
-5.8054855151,2.257
-1.5170689585,-0.264
-1.4691784783,-5.723
-0.0830194906999999,0.305
0.298205787900001,1.164
-2.9843247936,0.255
-6.3439054299,0.594
-4.0633346041,0.321
-2.6708886983,1.772
-4.6433601243,2.201
-2.4332058457,1.436
-0.913970145499999,1.084
-7.5830930938,0.311
-1.1740122596,-0.262
-1.8199850849,1.601
-9.3290474712,1.331
-2.8937939333,-0.236
-4.8442179097,0.549
-0.413168092299998,0.561
-0.6934484899,-1.391
0.693747111499999,-0.383
-0.787563607100001,1.19
-4.3968457871,0.413
-1.0152041064,-1.837
-1.7732571823,-0.169
-1.165240579,-1.943
-2.6802044288,-1.541
0.691801467200001,-3.788
-2.6785126589,0.824
-5.7350961872,0.508
-7.2075839587,0.598
-0.898594919499999,0.743
3.3941868297,-0.213
-0.917788484800001,-0.05
-0.3618668637,-0.956
-8.0056251296,-0.251
-4.8054855151,0.159
-3.3800012284,0.412
-0.413168092299998,7.087
0.131929947500002,-0.903
-4.1136078105,-0.512
-0.998130593099997,2.326
-2.2460581066,5.948
-3.2876372103,0.16
-3.7350961872,1.828
-4.1371946309,-0.458
-3.1769337459,-1.142
-6.1136078105,-0.483
-3.5600094807,-0.068
-6.378952377,-1.476
0.489315401699999,-0.015
-0.998130593099997,0.592
-2.8597471089,0.169
-8.2896850389,-1.123
-4.4131680923,-0.117
-3.9111149467,-0.589
-8.5164559008,1.719
-0.551687956499999,0.389
-1.8624754938,-1.648
-0.0162779399000002,-0.38
-0.413168092299998,-0.732
-1.1066883966,-0.528
-5.0570242821,-0.187
-0.413168092299998,-0.146
-2.7350961872,-1.247
-9.0093578485,-0.495
-0.294523595899999,0.677
-1.1028279718,0.506
-5.872599711,-1.012
-1.9515880072,-0.453
-1.9471466643,-0.249
-10.12741361,0.111
-2.6709658499,-0.299
0.5343644877,-0.238
-1.4131680923,-0.136
0.390873403900001,5.104
1.8932191516,2.381
-1.771468577,-0.305
-4.2761153405,0.382
-3.4528914022,1.573
-1.4131680924,1.191
-0.512405965400001,-1.262
-0.769794710200001,-1.0
-4.7350961873,0.38
-4.0976662667,-0.83
-0.413168092299998,-0.404
-8.0278779365,0.994
2.0388205431,1.849
0.649719613599999,-0.046
-4.5527194448,0.224
-0.7350961873,0.309
-1.4042349676,0.432
-7.2835328119,0.257
-1.1548560968,-0.405
0.3614556278,1.059
-1.4160345647,-0.238
0.7145874548,0.736
-1.7514906255,-0.169
-0.0773008064999985,-0.166
-7.2333470548,0.19
-4.2205230144,1.699
-6.2333470548,1.605
-5.782401902,5.453
-4.2108296182,1.191
-1.4070935779,-0.065
0.475800595200003,0.104
-1.6647068594,1.021
-4.7350961872,0.492
-0.413168092299998,-0.531
-7.4355359054,1.087
-2.1787028388,0.101
0.194952129299999,0.128
-0.0931271071000008,2.414
-0.0411993151000001,3.428
-8.3140349003,2.15
3.1867447498,0.405
-7.4575622117,3.417
-3.6037624308,0.65
-0.976425478800001,2.808
-3.3593968359,0.793
-1.4978582159,1.102
-2.0193831424,-0.315
-6.1665705764,-0.824
-1.2556859701,1.726
-5.2505177547,-1.756
-1.72017249172,1.534
-0.676202498199999,-0.908
-3.9719639312,-1.317
-0.3895444879,-1.429
-6.4792572828,-1.538
-1.9757092984,-0.123
-1.7808998769,0.691
0.237984688100001,1.453
-1.52775006,0.179
-0.413168092299998,0.134
-5.1410885469,2.14
-7.2958111417,-0.276
-8.4187926415,1.23
-3.9738830468,-0.186
-5.9241300117,0.522
-2.3112884784,2.474
-1.9852493019,-0.201
-2.777221663,0.174
-4.6148019536,1.709
-4.872599711,2.049
-4.278982745,-1.296
-1.5924917918,0.546
-6.4823301169,1.199
-1.0826749939,0.556
-2.5392117868,0.557
-7.6029926512,0.435
3.5868319077,2.168
-2.5093205163,2.499
-8.8011853777,1.245
-2.3077849,0.218
-7.2123644911,-0.17
-0.637485390599998,-1.755
-1.5598461783,2.064
0.742313172199999,5.099
-1.6040324315,3.499
-2.2024890916,2.767
-2.7568457707,3.087
-1.1133826885,0.375
0.1717944084,0.172
-6.3904480158,-0.249
-6.4792572828,0.382
-5.872599711,1.43
-1.4131680924,2.402
-6.5424511093,1.662
-1.4455895701,1.211
-0.363415057200001,-1.198
-5.2991117495,1.178
-1.9311297587,1.321
0.746092555199999,-0.206
0.418340691300001,-0.643
-1.6518623261,-0.025
-3.8255511382,0.476
-6.9830237007,0.125
-8.0130809345,0.178
-3.1107706513,4.648
-1.9710946308,-0.688
-3.0767710423,0.295
-1.5669337945,-0.163
-2.0225836369,-0.883
-7.6892924976,-0.469
-6.4792572828,-2.496
-7.6458288492,0.357
-1.5915053336,-0.272
-2.1966530629,1.534
-2.0487566662,0.402
-1.3307059322,-0.582
2.54490257839,-0.4
-2.9738830469,1.128
-0.413168092299998,1.243
-0.1490105296,0.221
0.890774256999999,-0.572
-0.5834581944,-1.487
-1.1091619055,3.135
-1.1356341168,0.608
-3.6727303063,-0.23
2.6611792491,0.294
-1.4830867972,0.046
-1.7563466426,0.986
-0.413168092299998,-3.68
-4.6610956058,0.01
-7.0996686195,0.164
-2.2876372103,1.079
-3.5096309319,0.364
-0.413168092299998,1.099
-1.058503211,0.269
-0.106213326699999,0.965
-1.7362638887,-0.122
-1.9168877346,0.364
-0.2599531593,-0.413
-3.2091332576,0.678
-1.5062774967,-0.223
-1.3153089967,-0.174
-1.1543397975,-0.177
-0.666616449399999,-0.614
-2.1641405445,-0.828
0.586831907700002,-1.285
2.3681916211,-0.873
-6.0742335722,-0.865
-0.2885670814,-1.312
-4.6610956058,0.592
-2.3583370512,-0.102
-1.6487963409,-0.092
-0.593376067100001,0.01
-5.9981305931,-1.258
-4.8054855151,0.342
-1.30213678,-1.158
-0.0536939262999994,-0.402
0.640152648999999,0.864
-0.2562287325,0.764
-1.2167013035,-0.629
-3.3108695166,0.146
-3.6897721968,1.486
-1.1054880024,0.474
-2.2169279589,0.752
1.2657308091,-0.921
0.229897362900001,-0.392
-1.0439342827,-0.139
-1.7974332428,0.958
-2.7019030086,1.501
-1.5550611582,-0.957
-0.649868350400002,-0.234
-3.872599711,-0.697
-0.8688475762,0.315
-4.3759570133,-0.568
-1.2632498187,0.276
-2.5348840007,-0.057
-2.0622609305,0.154
-0.2496693601,0.44
-2.201853803,-0.501
-0.413168092299998,1.357
0.343274876300001,-0.528
-0.413168092299998,-0.04
1.0365874669,2.69
-0.6945810275,-1.016
-1.0739259436,-1.177
-2.3452835141,0.605
-6.679954633,-0.054
-5.3673644027,-0.087
-9.8204358566,1.874
-4.021977335,0.127
-0.1179703631,0.645
-2.2080810358,3.986
-1.4969818385,2.266
-1.1986111013,-1.575
-2.3004001622,0.098
1.3497927103,-1.161
-2.4131680923,0.408
-1.9118057933,0.792
-3.094851251,-1.843
-2.4911706043,-1.023
-4.4033870716,0.492
-0.716068205300001,1.424
-0.973133168,-0.962
-1.4479335105,-0.466
-1.106113274,1.199
-0.1943046339,0.815
0.904690338199998,1.739
-3.3865329659,-0.376
0.190126231200001,2.283
-0.2943132752,0.019
-2.8366625919,0.292
-2.958329585,0.15
-0.413168092299998,-0.538
-0.413168092299998,-0.567
-1.3539956487,0.716
-7.12741361,0.374
-4.4560539052,1.4
-1.1630549134,0.54
-1.3838124228,0.411
-4.5006309336,-1.331
-1.6049486771,0.51
-2.2891268284,-0.767
-7.5416582019,0.011
-3.277354237,-0.437
-0.968080994299999,-0.672
-1.9182772854,0.209
-7.4243953478,-1.329
-0.8694441788,-0.756
-2.3834764075,0.304
-2.3999322652,-0.099
-3.9110738588,-0.494
-3.4131680923,0.979
-1.6966220395,0.54
-2.6626443929,3.062
-1.667696902,-1.174
-2.3510855836,0.883
-0.620068337499999,2.369
1.7297898614,0.386
-0.413168092299998,-1.139
-0.198798092300001,0.546
-6.5424511093,-0.386
-4.1867083014,-0.369
-1.2333470548,-0.645
-1.8452059442,0.939
-1.1559657108,0.232
-6.8889015233,0.551
-2.5365505079,-0.071
-1.6584246221,0.404
-1.493249416,0.008
-1.8912153892,2.161
-2.3100745994,1.749
-4.3762864785,-0.295
-2.5773974882,0.208
-0.773757807699999,-1.788
-0.503365901300001,-4.408
-2.5506716161,-1.668
-8.0056251296,-0.906
0.806957722,-0.586
-1.7350961872,-0.138
-4.2205230144,-0.213
-2.442314438,0.941
-0.7212903878,0.649
-5.5006309336,-0.044
-8.2075839587,-0.404
-0.550671616100001,-2.565
-2.9349367666,-2.286
-0.4394474172,0.335
1.2925465678,-1.231
-6.1747193248,-1.379
-0.413168092299998,-0.37
0.4049935846,-1.943
-3.0005093159,-0.842
-6.1680555945,0.67
-2.4131680924,-0.409
-0.413168092299998,-3.311
0.759616563200002,0.159
-1.6017207902,0.288
-6.2711490875,-1.023
-4.0827618436,0.051
-2.3274382184,-0.754
-1.1679391777,2.578
-0.0115350193000001,-0.951
-1.2523947893,-0.437
-0.349831972,0.575
2.2003635605,-1.718
-8.1066550498,0.162
-4.5502284599,2.964
-0.0172394161000007,0.565
-0.683056169299999,-2.431
-0.364750963400001,1.057
0.3155551898,-0.486
2.2766296176,2.359
-9.2349420743,0.246
-3.3517675478,-0.099
0.0143244055,-0.124
-3.766805047,-7.583
-0.368038716900001,-7.867
1.2128816004,-0.603
-5.0278779365,-0.799
-5.839432847,-0.779
-4.9664217334,-0.198
-1.2880407049,-0.457
-2.8387188184,-0.955
-1.0287759106,1.259
1.8185621935,-0.392
-1.4131680923,1.955
-0.435888168799998,0.838
-7.3673644027,1.482
-1.323242413,0.521
-3.5006309337,-0.703
-5.3673644028,-2.109
-0.8065105206,-0.53
-5.5424511093,-0.231
0.380280322000001,0.202
0.138761563599999,-0.972
-0.5449123469,0.03
1.1071508572,-0.844
-0.413168092299998,0.028
-0.413168092299998,-1.253
4.0431374253,0.656
0.882287791099998,1.385
-9.6939388625,0.937
-1.6624271196,-0.919
-4.2518871854,-1.286
-0.9228424658,1.014
-5.35400602,-0.378
3.2995499555,0.403
0.7261371113,-0.214
-0.7687045799,-0.884
-0.413168092299998,-1.067
-1.1807838994,-0.448
-3.0560115092,-0.73
-7.2649171338,-0.639
1.8566372714,-1.416
-0.7298404618,-0.011
-2.9431164911,-0.68
-0.413168092299998,-1.201
0.4342642691,-0.864
-1.379379779,0.189
-0.413168092299998,-3.864
0.00186940689999915,0.092
-0.413168092299998,1.637
-5.6985703112,0.07
-5.4575622117,1.468
-3.3766422164,0.687
-7.2711490875,0.154
-2.1074779893,2.106
-0.3349010356,0.279
0.1352386755,1.424
-2.065244789,-1.018
-2.8520523336,2.928
-4.1997644543,4.369
-1.8002557007,2.936
-0.9761816203,0.636
-0.115390896899999,0.668
0.2775038495,0.017
-2.2102280338,-0.44
-8.5372894042,1.285
-1.8137060219,4.095
-3.4575622117,0.415
-0.9211081729,1.623
-5.310408518,0.828
2.1717944084,1.136
-5.6985703112,1.146
0.7983360128,-0.078
-0.585896077100001,0.163
-0.818207664999999,-1.964
-7.2269492836,2.13
0.4128025079,1.814
-4.1380608543,-0.116
-2.1524587395,-0.439
-0.462077692899999,-0.326
-1.0998360212,2.273
-3.4221568757,0.877
-1.3093789894,1.376
-1.0787490533,1.807
-5.0570242821,0.668
-1.4204360929,2.953
0.857385520100001,-0.061
-1.1943707266,-3.007
-8.0093578485,0.297
-3.2205230144,-0.369
-1.0095353563,1.165
0.629331838300001,0.141
-1.8210458001,-0.129
-9.5085651151,-2.577
-0.413168092299998,-0.404
-1.1032126392,0.246
0.906060852899998,0.605
1.3612722072,0.832
-7.5730394291,-0.404
-8.8310206072,0.602
-2.7350961872,0.216
-0.842942134999999,2.597
-2.7350961872,-1.984
-7.1546350787,-0.914
-1.4348631635,0.158
-3.6762024983,0.065
-0.413168092299998,-0.692
-4.320058688,1.269
-2.9981305931,2.813
-8.1680555945,1.219
-3.3780642914,-1.54
-7.6419867828,-0.599
-5.2529444921,0.592
-3.7143376271,1.417
-2.8231875169,0.603
-1.7018149902,1.699
-2.8262004558,0.107
-1.768648747,-0.838
-1.1698969414,0.784
-0.413168092299998,1.499
-0.9002168366,1.298
-1.730750717,0.59
-3.5359279857,-0.572
1.0104685358,0.526
-3.0423303971,7.209
-1.1790298322,0.334
-1.0554334011,-0.572
-8.8807736424,0.882
-1.1844674186,-0.865
-1.361942769,-0.055
-2.5130765072,0.001
-2.561903472,0.067
0.246916182800001,-0.225
-2.0464173643,0.248
-1.7760193715,-0.298
-5.8442179097,-0.887
-1.3457655161,1.055
-2.7350961872,0.005
-3.752583614,-0.568
-4.3640363851,0.805
-1.3871728839,2.837
-1.0863577761,2.588
-1.9981305931,0.426
-4.2205230144,0.403
-5.3755538006,-0.735
-2.0208805264,-1.078
-0.413168092299998,-0.326
-1.4256296111,-0.077
-0.166528124799999,-0.643
-3.0095806139,-0.341
-8.5269102584,-1.294
-0.222690851099999,-0.44
-2.8395082407,-1.691
-0.169042149099999,0.323
-1.1721599929,-0.866
-0.2369385141,5.778
-0.882368117099999,0.362
-7.7530180952,0.019
-8.3320313296,-0.677
-9.2476391423,-2.183
0.736543189500001,0.004
-1.8398923773,-1.027
-3.3774461702,-0.944
-1.2090853722,1.017
0.475800595300001,2.72
-0.972220271500001,2.299
-7.0996686195,0.28
-1.457022382,0.259
-1.426464915,-0.482
-5.5006309336,-0.404
-1.5533457504,-1.359
-0.413168092299998,-0.404
0.243483146400001,0.117
-1.1183613405,-0.905
-0.973064173199999,-1.391
-5.6952034601,-0.165
-1.1867792833,0.003
-1.7424757177,-0.247
0.3198394882,-0.112
-0.456161310100001,-1.494
6.381247774,-0.226
-1.9489829438,0.16
-0.4086667001,0.023
-6.4575622117,0.733
-0.321049890399999,-0.608
-2.738838589,0.577
-0.1537564816,-0.986
-0.490433218700002,-0.537
-0.4918800684,-0.683
1.9316604046,-1.026
-0.1435044041,0.388
-5.6705559351,-1.634
-8.5269102584,0.705
-1.4699541185,1.189
-3.9556953268,2.227
-2.2233307254,0.495
0.0177607796999979,0.505
-1.8020464312,6.01
-3.3373243344,0.844
-3.4294699047,-0.061
-2.2907940935,0.844
-1.4667414495,0.957
-3.6762024983,0.917
-5.4447544354,0.348
-0.632846129000001,-0.385
-1.6858655956,1.773
-1.4131680923,0.679
-0.096310986999999,2.359
-2.0320779251,-0.87
-1.7442218511,-1.185
-2.1681374194,2.742
0.628411011399999,0.07
-9.4243953478,-1.029
0.1588785205,-0.387
-0.000193059600000822,-0.064
-3.5702118026,1.25
-0.7525757666,-0.086
-8.0241928896,0.242
-2.5006309336,0.909
-1.4542774058,-0.251
-0.2787974582,-1.311
-0.389709119500001,-0.282
-9.2742549983,-1.074
3.2936599537,0.454
-2.6560246163,-0.191
-5.8254824237,0.969
-8.3760640977,0.839
-6.5830930938,2.221
-3.4680764335,1.833
-6.6029926512,1.805
-4.8054855152,-1.292
-0.7372319316,1.212
-0.165240578900001,2.267
-6.9367300484,-0.017
-4.5175047522,2.808
-7.1813524171,2.44
-4.5321091652,-0.763
-7.8140475286,0.219
-2.6095653052,0.88
-2.9680106048,0.59
-1.3580265382,-0.7
-0.159216791299999,-0.27
-1.3573148577,-0.539
-1.7693484965,0.455
-0.0783009418000002,-0.924
-0.1898680302,-0.803
-3.7350961872,-0.156
-4.6095653052,0.238
-1.1809946502,1.424
-2.0475427873,0.153
-0.529455130200001,-0.447
-0.413168092299998,1.377
-7.2460581065,-0.284
-2.3191246025,-0.809
0.0359896720000012,-1.163
-5.622621458,2.201
-1.0615192994,1.015
-2.3899607013,-0.924
-5.839432847,2.617
-0.0505980129999983,-0.181
0.275392869799999,-0.157
-1.2688928783,-0.272
-2.9981305931,1.378
0.871874934400001,-0.327
-1.745149852,0.446
-7.2075839587,-1.899
-4.6610956058,0.999
-3.0475992693,-0.715
-2.3570528955,0.528
1.1480597596,-0.828
-1.4794153708,0.699
2.0439607404,-1.893
-0.824975027000001,-1.086
-2.9367300484,2.463
-2.2210667096,-1.084
-0.248781274500001,-0.234
-1.1493125738,-0.132
-6.2940634795,0.502
-3.8112678678,-0.064
-2.2448045701,-0.204
-1.9891137197,2.695
-0.00851507530000006,1.047
-0.660848251400001,2.321
-1.0860033492,-1.942
-8.5679862014,-1.628
-4.8602513186,-0.563
-0.3680802028,-1.093
-1.1618365496,-2.144
-3.0909716141,-4.791
-7.7530180952,-1.344
0.7981768365,-1.275
-1.4971198707,-1.228
-2.7571224936,0.46
-6.2958111417,-1.256
-2.917130871,1.941
-1.8942947821,2.235
-6.3673644027,0.325
2.9791493304,-1.3
-6.3673644027,0.7
-1.4656355123,1.773
-5.6985703112,0.47
-4.1680555945,1.725
-2.5830930938,-0.699
-0.5424511093,0.507
-2.9415470648,-0.545
-0.566791281499999,0.538
-8.5930771824,-2.146
-5.0294267236,1.165
1.1311524238,1.404
-4.7350961872,0.266
-6.939862938,3.114
-2.3131892626,-0.254
4.0190053192,-0.543
-0.4773905353,4.924
1.5376189331,-0.952
-3.5475120443,2.066
-1.2707035133,1.909
0.0866777947000017,-0.022
0.2563587036,0.109
-0.925618093300001,0.109
0.1872244488,-6.305
-2.6961020556,-5.095
-4.3039390226,-5.227
-1.6446113279,-4.47
-4.6839235353,-3.368
-2.4835574203,1.303
-8.7123761107,-3.951
-3.0441429909,0.823
-1.8016208061,-0.327
1.1565276516,-0.741
2.616579251,-0.696
-3.4370148343,1.009
-1.9981305931,1.973
-6.0570242821,1.876
-3.5669734284,1.66
-1.7413551778,1.06
-0.6266823624,0.073
-7.3439054299,3.31
-9.4187926415,0.856
-5.2544703463,0.13
-2.796171764,0.157
-0.512518436799999,1.44
0.256406635999998,0.531
-0.665355115999999,2.536
-4.2205230144,3.68
3.9443839122,4.509
-6.4575622117,0.152
-4.872599711,-0.049
-6.770720097,3.781
-2.7913162096,-0.688
-3.1705977891,0.545
-5.2711490875,0.668
-4.4131680923,0.483
-5.839432847,-0.904
-0.366625506399998,0.022
-0.788677227500001,-0.311
-0.413168092299998,0.702
-7.1546350787,-0.119
-4.960429884,0.398
-1.9318968947,-0.167
-0.9443471863,0.129
-1.5271242817,0.735
2.5197177118,-0.026
-5.770720097,0.645
-1.8026201814,-2.288
-1.6145976203,-2.099
-3.7350961872,2.796
1.2865060672,-0.993
-1.4131680923,-0.584
-0.366373880899999,-0.545
-2.8774491107,-0.216
-4.0789426387,-0.577
-0.651954952000001,0.669
0.6723499788,-0.402
-5.4575622117,-0.011
-2.0172394161,-0.148
-1.4926025598,-1.981
-5.320058688,5.825
-3.5798179618,0.193
-0.0589857985000002,-1.341
-0.774766332700002,-1.835
-0.1791565878,-4.453
-2.8990315045,0.527
-2.7440849705,1.947
-0.142314182099998,-0.244
-0.882653375699999,-2.107
-3.8054855151,2.568
0.0189429203000007,-0.595
0.998397215000001,-2.628
-0.998130593099997,0.699
0.309297932099998,2.166
2.7567569091,0.75
-6.568998264,1.162
-0.413168092299998,-0.138
-5.4812134798,-0.108
-2.1493043131,0.68
-9.39330767,2.604
-6.5424511093,0.826
-6.9523269035,0.123
-2.0278779365,0.089
-8.5980434353,-0.019
-5.4575622117,0.1
-6.710848641,0.611
0.0443334991000004,-0.343
-0.847227004599999,1.018
-1.1741897119,1.207
-0.5811910566,-0.045
-0.403504995099999,-0.976
-0.413168092299998,1.128
-8.748558447,-1.238
-1.3934318743,-0.655
-2.9378300829,-0.919
-0.1778366153,-0.359
-0.4681927929,-1.776
-2.9300122157,0.162
2.9087600025,-0.308
-6.4575622117,-1.405
-0.526824874199999,-1.665
-0.413168092299998,0.192
-1.2062387884,-0.596
-8.3731700244,0.673
0.303563018,-0.313
-1.872599711,1.123
-5.6985703112,0.234
-3.4131680923,1.02
-2.836818722,-0.265
-4.2800507158,-0.359
-10.3003887078,-0.819
0.495684019600001,0.464
-6.872599711,-0.752
0.205622336499999,1.0
-4.5769145189,0.106
-4.2205230144,0.263
-2.1020815572,2.981
-0.413168092299998,-1.251
0.2692955819,-0.817
-4.5830930938,-0.647
-1.2027834837,-1.669
-0.112301613,-0.613
-7.0570242821,-1.162
-8.5930771824,-1.127
0.8893946776,0.972
-4.0056251296,-0.206
-5.2205230144,0.381
0.789140082900001,0.021
-2.4131680923,-0.179
1.5821402123,-0.249
2.2552104165,-0.487
-3.2668166667,-0.978
-0.210612086699999,1.136
-3.1478624918,0.58
-4.9050211887,0.431
-7.4355359054,0.057
-7.622621458,6.68
0.2957831256,0.677
-1.8208760499,4.047
-8.2628338193,-0.363
-5.1822345297,-0.23
-0.413168092299998,1.766
2.0931845736,-0.709
-3.9456631732,0.325
-0.906208103700003,-0.027
-2.7350961872,-0.103
-1.377221396,-0.958
-0.6709658499,-1.751
-7.0278779365,1.516
-2.8171673202,-0.162
-0.413168092299998,-1.271
-0.413168092299998,0.364
-6.3673644027,-0.579
-1.6799546331,0.331
-2.1083135108,0.54
-3.0311456503,0.621
-6.5216925491,-0.577
-0.441303882000002,-0.025
0.333712970699999,-0.201
-2.770720097,-1.072
-0.4521227381,-0.433
-2.008937348,-0.399
-8.6177392366,0.637
-4.3290474712,-0.534
-3.91141896,-1.417
-1.2096346983,0.175
-6.2586581433,0.293
-8.277354237,0.606
-1.2646115519,1.703
